supplier_name,facility_name,risk_type,risk_level,timeframe,impact_type,risk_description,primary_restriction_instrument,secondary_restriction_instrument,importing_jurisdiction,source_country_or_region,context,product_linkage
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility. Baseline risk level: Already happening.,Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility.
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Aluminium is used in the structural and mechanical components of toys, particularly die-cast toy vehicles and construction sets. Baseline risk level: Already happening.","Aluminium is used in the structural and mechanical components of toys, particularly die-cast toy vehicles and construction sets."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Artificial flowers are produced in the same manufacturing context (plastic/textile decorative goods) as toys and are flagged under the same ILAB sourcing concerns for the region. Baseline risk level: Already happening.,Artificial flowers are produced in the same manufacturing context (plastic/textile decorative goods) as toys and are flagged under the same ILAB sourcing concerns for the region.
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Christmas decorations are produced in the same decorative goods manufacturing sector as toys and share identical supply chain labour risk exposure. Baseline risk level: Already happening.,Christmas decorations are produced in the same decorative goods manufacturing sector as toys and share identical supply chain labour risk exposure.
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games. Baseline risk level: Already happening.","Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing. Baseline risk level: Already happening.","Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Metallurgical grade silicon is a precursor to semiconductor components used in electronic toys. Baseline risk level: Already happening.,Metallurgical grade silicon is a precursor to semiconductor components used in electronic toys.
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Polysilicon is used in the semiconductor and display components of electronic toys and games. Baseline risk level: Already happening.,Polysilicon is used in the semiconductor and display components of electronic toys and games.
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: PVC is one of the primary materials in toy manufacturing, used in figurines, dolls, plastic components, and packaging. Baseline risk level: Already happening.","PVC is one of the primary materials in toy manufacturing, used in figurines, dolls, plastic components, and packaging."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles. Baseline risk level: Already happening.","Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Thread and yarn are used in the stitching and construction of fabric dolls, plush toys, and soft goods. Baseline risk level: Already happening.","Thread and yarn are used in the stitching and construction of fabric dolls, plush toys, and soft goods."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility. Baseline risk level: Already happening.,Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility.
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games. Baseline risk level: Already happening.","Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing. Baseline risk level: Already happening.","Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing."
ZURU LLC.,ZURU Huizhou Smart Factory,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility. Baseline risk level: Already happening.,Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility.
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - State-imposed forced labour; possible forced child labour,Unknown,Baseline,Potential Prohibition,Likely to be a top enforcement priority under the Forced Labour Regulation once applicable; already a political focus in Parliament resolutions and NGO advocacy.,Unknown,Guardian 2023 report on Uyghur forced-labour clothing in EU; NGO & parliamentary reports,EU,Xinjiang Uyghur Autonomous Region,Impact classification: Potential Prohibition (EU). Source: Xinjiang Uyghur Autonomous Region. Applicable restriction(s): Unknown; Guardian 2023 report on Uyghur forced-labour clothing in EU; NGO & parliamentary reports. Likely to be a top enforcement priority under the Forced Labour Regulation once applicable; already a political focus in Parliament resolutions and NGO advocacy. Product linkage: Cotton lint is the processed fibre used as stuffing and filling material in soft toys and plush goods. Baseline risk level: Unknown.,Cotton lint is the processed fibre used as stuffing and filling material in soft toys and plush goods.
ZURU LLC.,ZURU Guangzhou Plant,"Restricted Goods - High likelihood of labour-rights abuses, potential forced or child labour particularly in upstream stages",Unknown,Baseline,Disruption,"Once FLR applies, opaque, ultra-fast fashion supply chains will likely face scrutiny if credible forced-labour concerns are raised; brands may need to provide detailed traceability to avoid product bans.",Unknown,Media investigations and NGO reports on fast-fashion labour conditions and cotton sourcing,EU,China,"Impact classification: Disruption (EU). Source: China. Applicable restriction(s): Unknown; Media investigations and NGO reports on fast-fashion labour conditions and cotton sourcing. Once FLR applies, opaque, ultra-fast fashion supply chains will likely face scrutiny if credible forced-labour concerns are raised; brands may need to provide detailed traceability to avoid product bans. Product linkage: Ultra-low-cost manufactured goods (a flagged ILAB category) encompasses the same type of low-margin consumer products as inexpensive toys produced in this region. Baseline risk level: Unknown.",Ultra-low-cost manufactured goods (a flagged ILAB category) encompasses the same type of low-margin consumer products as inexpensive toys produced in this region.
ZURU LLC.,ZURU Guangzhou Plant,"Restricted Goods - Rebuttable presumption that goods made wholly or in part in Xinjiang are produced with forced labor (cotton, yarn, textiles, apparel). CBP WROs target cotton and related products.",Already happening,Baseline,Disruption,"High risk — recommended procurement exclusion unless full, documented, verifiable chain-of-custody and testing/audits can rebut the presumption.",Uyghur Forced Labor Prevention Act (UFLPA); CBP Withhold-Release Orders (WROs),CBP UFLPA page (https://www.cbp.gov/trade/forced-labor/UFLPA); CBP WRO (Jan 13 2021) (https://www.cbp.gov/newsroom/national-media-release/cbp-issues-region-wide-withhold-release-order-products-made-slave),USA,"Xinjiang Uyghur Autonomous Region (XUAR), China","Impact classification: Disruption (USA). Source: Xinjiang Uyghur Autonomous Region (XUAR), China. Applicable restriction(s): Uyghur Forced Labor Prevention Act (UFLPA); CBP Withhold-Release Orders (WROs); CBP UFLPA page (https://www.cbp.gov/trade/forced-labor/UFLPA); CBP WRO (Jan 13 2021) (https://www.cbp.gov/newsroom/national-media-release/cbp-issues-region-wide-withhold-release-order-products-made-slave). High risk — recommended procurement exclusion unless full, documented, verifiable chain-of-custody and testing/audits can rebut the presumption. Product linkage: Textiles of all types are a direct input in soft toys, fabric dolls, plush animals, and textile-based games and puzzles. Baseline risk level: Already happening.","Textiles of all types are a direct input in soft toys, fabric dolls, plush animals, and textile-based games and puzzles."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games. Baseline risk level: Already happening.","Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing. Baseline risk level: Already happening.","Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles. Baseline risk level: Already happening.","Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility. Baseline risk level: Already happening.,Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility.
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Aluminium is used in the structural and mechanical components of toys, particularly die-cast toy vehicles and construction sets. Baseline risk level: Already happening.","Aluminium is used in the structural and mechanical components of toys, particularly die-cast toy vehicles and construction sets."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Artificial flowers are produced in the same manufacturing context (plastic/textile decorative goods) as toys and are flagged under the same ILAB sourcing concerns for the region. Baseline risk level: Already happening.,Artificial flowers are produced in the same manufacturing context (plastic/textile decorative goods) as toys and are flagged under the same ILAB sourcing concerns for the region.
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Christmas decorations are produced in the same decorative goods manufacturing sector as toys and share identical supply chain labour risk exposure. Baseline risk level: Already happening.,Christmas decorations are produced in the same decorative goods manufacturing sector as toys and share identical supply chain labour risk exposure.
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games. Baseline risk level: Already happening.","Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing. Baseline risk level: Already happening.","Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Metallurgical grade silicon is a precursor to semiconductor components used in electronic toys. Baseline risk level: Already happening.,Metallurgical grade silicon is a precursor to semiconductor components used in electronic toys.
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Polysilicon is used in the semiconductor and display components of electronic toys and games. Baseline risk level: Already happening.,Polysilicon is used in the semiconductor and display components of electronic toys and games.
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: PVC is one of the primary materials in toy manufacturing, used in figurines, dolls, plastic components, and packaging. Baseline risk level: Already happening.","PVC is one of the primary materials in toy manufacturing, used in figurines, dolls, plastic components, and packaging."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles. Baseline risk level: Already happening.","Textiles are a direct material input in plush toys, fabric dolls, soft games, and textile-based puzzles."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Thread and yarn are used in the stitching and construction of fabric dolls, plush toys, and soft goods. Baseline risk level: Already happening.","Thread and yarn are used in the stitching and construction of fabric dolls, plush toys, and soft goods."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility. Baseline risk level: Already happening.,Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility.
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games. Baseline risk level: Already happening.","Cotton is used as filling and fabric in soft toys, stuffed animals, and fabric-based puzzles and games."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,"Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing. Baseline risk level: Already happening.","Electronic components (circuit boards, LEDs, sensors, speakers) are direct inputs in electronic and interactive toy manufacturing."
ZURU LLC.,ZURU Guangzhou Plant,Restricted Goods - Forced Child Labor,Already happening,Baseline,Disruption,Extra scrutiny required to ensure that product from this source does not contain social risks,ILAB 'List of Goods Produced by Child Labor or Forced Labor,ILAB 'List of Goods Produced by Child Labor or Forced Labor,USA,China,Impact classification: Disruption (USA). Source: China. Applicable restriction(s): ILAB 'List of Goods Produced by Child Labor or Forced Labor. Extra scrutiny required to ensure that product from this source does not contain social risks. Product linkage: Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility. Baseline risk level: Already happening.,Toys are the same product category; the ILAB flagging applies directly to the goods being produced at this facility.
